Owner,Account Name,Account Id,Control Name,Control ID,Severity,Failure Count,Sample Resources
John Chambers (Prof),AWS-LKC-BCP,610855324678,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,6,"acl-005d2c86fde558c3f, acl-084f1e6e4174ffcaa, acl-02c3e313a44842a03"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,CloudFormation - Stack Policy,21447,High,6,"StackSet-AWSControlTowerBP-BASELINE-CLOUDWATCH-c85a0c2f-68d7-43ae-b838-fd6a4f039e2b, StackSet-sysdig-secure-organization-lihnqv-0fb45ed3-19cd-463e-be20-75fba541e34e, StackSet-AWSControlTowerBP-BASELINE-CONFIG-fe8849ed-5b2b-4ae9-9bb0-9bf90c3f7043"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,CloudFormation - Deletion Policy in Use,21445,High,6,"StackSet-AWSControlTowerBP-BASELINE-CLOUDWATCH-c85a0c2f-68d7-43ae-b838-fd6a4f039e2b, StackSet-sysdig-secure-organization-lihnqv-0fb45ed3-19cd-463e-be20-75fba541e34e, StackSet-AWSControlTowerBP-BASELINE-CONFIG-fe8849ed-5b2b-4ae9-9bb0-9bf90c3f7043"
John Chambers (Prof),AWS-LKC-Helios,710271910318,Lambda - VPC Access for AWS Lambda Functions,21354,High,6,"aws-controltower-NotificationForwarder:$LATEST, staging-start-rds:$LATEST, staging-stop-rds:$LATEST"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Lambda - Enable Encryption at Rest for Environment Variables using Customer Master Keys,21344,High,5,aws-controltower-NotificationForwarder:$LATEST
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Lambda - VPC Access for AWS Lambda Functions,21354,High,5,aws-controltower-NotificationForwarder:$LATEST
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Networking - Disallowed Public Access to SSH Port (ACL),21300,High,5,"acl-0913de57d2adec117, acl-0b7dde571c0351290, acl-0fed9677e064c27a8"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Networking - Disallowed Public Access to RDP Port (ACL),21302,High,5,"acl-0913de57d2adec117, acl-0b7dde571c0351290, acl-0fed9677e064c27a8"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Networking - Disallowed Public Access to Telnet Port (ACL),21301,High,5,"acl-0913de57d2adec117, acl-0b7dde571c0351290, acl-0fed9677e064c27a8"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,5,"acl-0913de57d2adec117, acl-0b7dde571c0351290, acl-0fed9677e064c27a8"
John Chambers (Prof),AWS-LKC-BCP,610855324678,Lambda - Enable Encryption at Rest for Environment Variables using Customer Master Keys,21344,High,4,aws-controltower-NotificationForwarder:$LATEST
John Chambers (Prof),AWS-LKC-BCP,610855324678,Lambda - VPC Access for AWS Lambda Functions,21354,High,4,aws-controltower-NotificationForwarder:$LATEST
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,SNS - Cross Account Access,21372,High,4,"arn:aws:sns:ap-southeast-2:682371128507:aws-controltower-SecurityNotifications, arn:aws:sns:us-east-2:682371128507:aws-controltower-SecurityNotifications, arn:aws:sns:eu-west-2:682371128507:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,SNS - Enable Server-Side Encryption for Topics,21373,High,4,"arn:aws:sns:ap-southeast-2:682371128507:aws-controltower-SecurityNotifications, arn:aws:sns:us-east-2:682371128507:aws-controltower-SecurityNotifications, arn:aws:sns:eu-west-2:682371128507:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,EBS - Enabled Encryption At Rest (Region-wise),16031,High,4,"eu-central-1, eu-west-3, us-east-2"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,IAM - Enabled Access Analyzer,16022,High,4,"eu-central-1, eu-west-3, us-east-2"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,S3 - Enabled MFA Delete,16027,High,4,"john-chambers-cold-data - Versioning, nscc-archive - Versioning, cf-templates-1ndrqz4jrv81y-ap-southeast-1 - Versioning"
John Chambers (Prof),AWS-LKC-Helios,710271910318,Networking - Disallowed Public Access to Telnet Port (ACL),21301,High,4,"acl-0d806736fc08a6465, acl-018bf2c6985808574, acl-0554125dd0b8a2d91"
John Chambers (Prof),AWS-LKC-Helios,710271910318,Networking - Disallowed Public Access to SSH Port (ACL),21300,High,4,"acl-0d806736fc08a6465, acl-018bf2c6985808574, acl-0554125dd0b8a2d91"
John Chambers (Prof),AWS-LKC-Helios,710271910318,Networking - Disallowed Public Access to RDP Port (ACL),21302,High,4,"acl-0d806736fc08a6465, acl-018bf2c6985808574, acl-0554125dd0b8a2d91"
John Chambers (Prof),AWS-LKC-Helios,710271910318,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,4,"acl-0d806736fc08a6465, acl-018bf2c6985808574, acl-0554125dd0b8a2d91"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Networking - Disallowed Public Access to SSH Port (ACL),21300,High,4,"acl-03d1f9ae807919266, acl-0c4ee6aa753d4ddd4, acl-0c5f210c2b68f2a1b"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,4,"acl-03d1f9ae807919266, acl-0c4ee6aa753d4ddd4, acl-0c5f210c2b68f2a1b"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Networking - Disallowed Public Access to RDP Port (ACL),21302,High,4,"acl-03d1f9ae807919266, acl-0c4ee6aa753d4ddd4, acl-0c5f210c2b68f2a1b"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,SNS - Cross Account Access,21372,High,4,"arn:aws:sns:us-west-1:851429954377:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-2:851429954377:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-1:851429954377:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,SNS - Enable Server-Side Encryption for Topics,21373,High,4,"arn:aws:sns:us-west-1:851429954377:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-2:851429954377:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-1:851429954377:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Networking - Disallowed Public Access to Telnet Port (ACL),21301,High,4,"acl-03d1f9ae807919266, acl-0c4ee6aa753d4ddd4, acl-0c5f210c2b68f2a1b"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,SNS - Enable Server-Side Encryption for Topics,21373,High,3,"arn:aws:sns:us-west-2:058264354166:aws-controltower-SecurityNotifications, arn:aws:sns:eu-north-1:058264354166:aws-controltower-SecurityNotifications, arn:aws:sns:ap-northeast-2:058264354166:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,SNS - Cross Account Access,21372,High,3,"arn:aws:sns:us-west-2:058264354166:aws-controltower-SecurityNotifications, arn:aws:sns:eu-north-1:058264354166:aws-controltower-SecurityNotifications, arn:aws:sns:ap-northeast-2:058264354166:aws-controltower-SecurityNotifications"
John Chambers (Prof),AWS-LKC-Helios,710271910318,API Gateway - Not Private,27013,High,3,"Helios-appointment, staging-Helios-Registration, staging-HeliosIAM"
John Chambers (Prof),AWS-LKC-Helios,710271910318,API Gateway - Gateway with VPC_LINK connection type,21333,High,3,"Helios-appointment, staging-Helios-Registration, staging-HeliosIAM"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,S3 - Enabled MFA Delete,16027,High,3,"cf-templates-i169pf0r92xd-ap-southeast-1 - Versioning, precise-sg100k-results-sharing - Versioning, precise-sg100k-data-access-functions-codes - Versioning"
John Chambers (Prof),AWS-LKC-BCP,610855324678,EBS - Enabled Encryption At Rest (Volume-wise),16033,High,2,"ap-southeast-1a vol-0038485fbbf952b95, ap-southeast-1a vol-0048b7a44e0962cee"
John Chambers (Prof),AWS-LKC-BCP,610855324678,AutoScaling - Same Availability Zones In ASG and ELB,21466,High,2,"eks-stg01helios-eks-NodeGroupB1-caccaffb-1665-09ba-3a55-e9f6d3c14e24, eks-stg01helios-eks-NodeGroupA1-68ccaff8-57b2-a468-5ddd-1b3d85775a41"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,EC2 - Security groups allow unrestricted access to ports with high risk,21030,High,2,"launch-wizard-3 (sg-02fa4474692b1ded5), launch-wizard-1 (sg-07890fd933d0adaec)"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,S3 - Enabled Versioning,16026,High,2,"cf-templates-1ndrqz4jrv81y-ap-southeast-1, nscc-archive"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,EC2 - Security groups allow unrestricted access to ports with high risk,21030,High,2,"launch-wizard-1 (sg-013dc11991ecbfedd), launch-wizard-3 (sg-00be2b38331cd7657)"
John Chambers (Prof),AWS-LKC-Helios,710271910318,EC2 - Security groups allow unrestricted access to ports with high risk,21030,High,2,"dev-sg (sg-0a12caa6e87dbefba), helios-dev-rds-sg (sg-0f118c20be32ebdd7)"
John Chambers (Prof),AWS-LKC-Helios,710271910318,ECS - Services should not have public IP addresses assigned to them automatically,21321,High,2,"arn:aws:ecs:ap-southeast-1:710271910318:service/helios-dev-cluster/helios-dev-service, arn:aws:ecs:ap-southeast-1:710271910318:service/staging-helios-cluster/staging-helios-service"
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Lambda - Using An IAM Role For More Than One Lambda Function,21353,High,2,"aws-controltower-ForwardSnsNotificationRole, precise-sg100k-data-sharing-LambdaExecutionRole"
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Performance Insights Enabled,21407,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Database encrypted With KMS,21442,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - IAM Database Authentication feature is enabled,21404,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Aurora Database Instance Not Enforcing Transit Encryption (PostgreSQL),27054,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Valid Instance Class,21395,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Aurora Database Instance Not Enforcing Transit Encryption (MySQL),27053,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,Logging - Enabled Cluster Logging (EKS),7000,High,1,stg01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP,610855324678,EC2 - Instances should not have a public IP address,21036,High,1,i-07da8063fe7e199cc
John Chambers (Prof),AWS-LKC-BCP,610855324678,EC2 - Instances should use IMDSv2,21035,High,1,i-07da8063fe7e199cc
John Chambers (Prof),AWS-LKC-BCP,610855324678,ELB - Application Load Balancer Deletion Protection Enabled,20163,High,1,stg02-helios-alb-01bps
John Chambers (Prof),AWS-LKC-BCP,610855324678,ELB - Application Load Balancer Logging Enabled,20162,High,1,stg02-helios-alb-01bps
John Chambers (Prof),AWS-LKC-BCP,610855324678,Fargate - Untrusted Workloads,7060,High,1,stg01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP,610855324678,IAM - Appropriate Access Key Rotation,16016,High,1,gwasbrowser-sa (AIDAY4OOQRQDIOYHRVXSF)
John Chambers (Prof),AWS-LKC-BCP,610855324678,IAM - No Unused Access Keys,16014,High,1,gwasbrowser-sa (AIDAY4OOQRQDIOYHRVXSF)
John Chambers (Prof),AWS-LKC-BCP,610855324678,Lambda - Using An IAM Role For More Than One Lambda Function,21353,High,1,aws-controltower-ForwardSnsNotificationRole
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Aurora Database Instance Minimum TLS Version (PostgreSQL),27052,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP,610855324678,Network - Disabled Endpoint Public Access in Existing Clusters (EKS),7052,High,1,stg01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP,610855324678,Network - Restricted Pod to Pod Traffic (EKS),7057,High,1,stg01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP,610855324678,Networking - Defined Compliant destination-cidr-block in Routing Tables,16074,High,1,rtb-0a8dad0c072bc1cdd
John Chambers (Prof),AWS-LKC-BCP,610855324678,Networking - EC2 Metadata Service Uses IMDSv2,21304,High,1,i-07da8063fe7e199cc
John Chambers (Prof),AWS-LKC-BCP,610855324678,RDS - Aurora Database Instance Minimum TLS Version (MySQL),27051,High,1, (stg01helios-db)
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Networking - Defined Compliant destination-cidr-block in Routing Tables,16074,High,1,rtb-0d19ed87cb8b98bc0
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Network - Disabled Endpoint Public Access in Existing Clusters (EKS),7052,High,1,prod01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Network - Restricted Pod to Pod Traffic (EKS),7057,High,1,prod01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for VPC Changes,16069,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Unauthorized API Calls,16056,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,IAM - No Full Administrative Privileges Policies,16018,High,1,AdministratorAccess (ANPAIWMBCKSKIEE64ZLYK)
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Route Tables Changes,16068,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,S3 - Blocked Public Access (Account-wise),16029,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,S3 - Enabled MFA Delete,16027,High,1,prod01helios-loki - Versioning
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Account - Defined Security Questions,16002,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for S3 Bucket Policy Changes,16063,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Organization Changes,16070,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Root Account Usage,16058,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,IAM - Defined Support Center Access Role,16019,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,IAM - Defined Password Policy,16007,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Fargate - Untrusted Workloads,7060,High,1,prod01helios-eks-bcp01aps
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Account - Contact Details (Security),16001,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,EC2 - Transit Gateways should not automatically accept VPC attachment requests,21319,High,1,tgw-095b684b7989e77a1
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Network Gateways Changes,16067,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for CloudTrail Configuration Changes,16060,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for Console Login Without MFA,16057,High,1,682371128507
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,Monitoring - Defined Filter and Alarm for IAM Policy Changes,16059,High,1,682371128507
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,S3 - Blocked Public Access (Account-wise),16029,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Account - Defined Security Questions,16002,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,IAM - Defined Password Policy,16007,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,IAM - Defined Support Center Access Role,16019,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,IAM - No Full Administrative Privileges Policies,16018,High,1,AdministratorAccess (ANPAIWMBCKSKIEE64ZLYK)
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Lambda - Using An IAM Role For More Than One Lambda Function,21353,High,1,aws-controltower-ForwardSnsNotificationRole
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Console Login Without MFA,16057,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for IAM Policy Changes,16059,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Network Gateways Changes,16067,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Organization Changes,16070,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Root Account Usage,16058,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Route Tables Changes,16068,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for S3 Bucket Policy Changes,16063,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for Unauthorized API Calls,16056,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for VPC Changes,16069,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Monitoring - Defined Filter and Alarm for CloudTrail Configuration Changes,16060,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Account - Contact Details (Security),16001,High,1,058264354166
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,Logging - Enabled Trail Bucket Logging,16050,High,1,john-chambers-cold-data-cloudtrail-log
John Chambers (Prof),AWS-LKC-Helios,710271910318,Account - Contact Details (Security),16001,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,S3 - Blocked Public Access (Account-wise),16029,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,IAM - Defined Support Center Access Role,16019,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Account - Defined Security Questions,16002,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,S3 - Enabled MFA Delete,16027,High,1,backend-lambda-services - Versioning
John Chambers (Prof),AWS-LKC-Helios,710271910318,S3 - Enabled Versioning,16026,High,1,backend-lambda-services
John Chambers (Prof),AWS-LKC-Helios,710271910318,IAM - Defined Password Policy,16007,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,ELB - Application Load Balancer Logging Enabled,20162,High,1,staging-helios-elb
John Chambers (Prof),AWS-LKC-Helios,710271910318,ELB - Application Load Balancer Deletion Protection Enabled,20163,High,1,staging-helios-elb
John Chambers (Prof),AWS-LKC-Helios,710271910318,ECS - Task definitions should have secure user definitions,21038,High,1,staging-helios-td:1
John Chambers (Prof),AWS-LKC-Helios,710271910318,ECS - Fargate Service Uses Latest Platform Version,21045,High,1,arn:aws:ecs:ap-southeast-1:710271910318:service/staging-helios-cluster/staging-helios-service
John Chambers (Prof),AWS-LKC-Helios,710271910318,EC2 - Transit Gateways should not automatically accept VPC attachment requests,21319,High,1,tgw-095b684b7989e77a1
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for CloudTrail Configuration Changes,16060,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Console Login Without MFA,16057,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for IAM Policy Changes,16059,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Network Gateways Changes,16067,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Organization Changes,16070,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Root Account Usage,16058,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Route Tables Changes,16068,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for S3 Bucket Policy Changes,16063,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for Unauthorized API Calls,16056,High,1,710271910318
John Chambers (Prof),AWS-LKC-Helios,710271910318,Monitoring - Defined Filter and Alarm for VPC Changes,16069,High,1,710271910318
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,EC2 - Security groups allow unrestricted access to ports with high risk,21030,High,1,launch-wizard-1 (sg-0457dd11ba4356c9c)
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Unauthorized API Calls,16056,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for VPC Flow Logs CloudWatch Log Group,37167,High,1,fl-090725f431cf50423
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for S3 Bucket Policy Changes,16063,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Route Tables Changes,16068,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for VPC Changes,16069,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Account - Contact Details (Security),16001,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for VPC Flow Logs Metric Filter,37166,High,1,fl-090725f431cf50423
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Organization Changes,16070,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,S3 - Blocked Public Access (Account-wise),16029,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Root Account Usage,16058,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Network Gateways Changes,16067,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,IAM - Appropriate Access Key Rotation,16016,High,1,Data-Access-Account-1 (AIDA4MPJOCNEV2D34UCGM)
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,IAM - Defined Password Policy,16007,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,IAM - Defined Support Center Access Role,16019,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,IAM - No Full Administrative Privileges Policies,16018,High,1,AdministratorAccess (ANPAIWMBCKSKIEE64ZLYK)
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,IAM - No Inline Policies,16017,High,1,Data-Access-Account-1 (AIDA4MPJOCNEV2D34UCGM)
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,API Gateway - Not Private,27013,High,1,apig-prod-download-portal-001
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Account - Defined Security Questions,16002,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for CloudTrail Configuration Changes,16060,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,EC2 - Transit Gateways should not automatically accept VPC attachment requests,21319,High,1,tgw-0da90d70ca7bdb019
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for Console Login Without MFA,16057,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,Monitoring - Defined Filter and Alarm for IAM Policy Changes,16059,High,1,851429954377
John Chambers (Prof),AWS-LKC-PRECISE-DATA,851429954377,API Gateway - Gateway with VPC_LINK connection type,21333,High,1,apig-prod-download-portal-001
John Chambers (Prof),AWS-LKC-BCP,610855324678,ECR - Repositories have at least one lifecycle policy configured,21261,Medium,64,"bc-insight/jupyter-k8s-network-tools, bc-insight/jupyter-notebook, bc-insight/clinical-workbench-frontend"
John Chambers (Prof),AWS-LKC-BCP,610855324678,ECR - Private repositories have tag immutability configured,21260,Medium,64,"bc-insight/jupyter-k8s-network-tools, bc-insight/jupyter-notebook, bc-insight/clinical-workbench-frontend"
John Chambers (Prof),AWS-LKC-BCP,610855324678,CloudFormation - Enabled Termination Protection,21292,Medium,46,"StackSet-AWSControlTowerBP-BASELINE-SERVICE-LINKED-ROLE-6eddbc09-34ae-4a25-8ad7-940b21e6fc01, StackSet-AWSControlTowerGuardrailAWS-GR-S3-BUCKET-PUBLIC-WRITE-PROHIBITED-b624c56e-4587-41c1-876d-b1fc1ddba47f, StackSet-AWSCloudFormationStackSet-ExecutionRole-915cfaa5-3c87-4f03-9c95-3d2261a3fcc4"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,ECR - Repositories have at least one lifecycle policy configured,21261,Medium,29,"bcrquest/gwas-browser-svc, bc-insight/bitnami/postgresql, bc-storage-mgmt-service"
John Chambers (Prof),AWS-LKC-BCP-PRD,682371128507,ECR - Private repositories have tag immutability configured,21260,Medium,29,"bcrquest/gwas-browser-svc, bc-insight/bitnami/postgresql, bc-storage-mgmt-service"
John Chambers (Prof),AWS-LKC-BCP,610855324678,EC2 - Subnets should not automatically assign public IP addresses,21309,Medium,17,"subnet-05126c33414629e17, subnet-080089c6f3599c35f, subnet-01fabf7d0af6394ba"
John Chambers (Prof),AWS-LKC-BCP,610855324678,KMS - Cross Account Access,21452,Medium,17,"0f9c7b34-91c7-4fc0-8337-844ccc547678, 6c676286-5db1-4445-955a-a70e29c62489, 83ad4be2-9a0f-41dd-94fe-f25e7850d434"
John Chambers (Prof),AWS-LKC-COLDDATA,58264354166,EC2 - Subnets should not automatically assign public IP addresses,21309,Medium,17,"subnet-06fd3d3fcf2fe8f2b, subnet-083a6f90d7d49efc6, subnet-0324d797e4210f71a"
John Chambers (Prof),AWS-LKC-BCP,610855324678,Logging - Enabled S3 Write Events Log,16054,Medium,16,"wsid-testinghelios-02ad722e1cc6409b89700ae66fbe90fb, helios-staging-v2, stg01helios-link-results"
John Chambers (Prof),AWS-LKC-BCP,610855324678,S3 - Disabled HTTP Requests,16025,Medium,16,"wsid-testinghelios-02ad722e1cc6409b89700ae66fbe90fb, helios-staging-v2, stg01helios-link-results"
John Chambers (Prof),AWS-LKC-BCP,610855324678,Logging - Enabled S3 Read Events Log,16055,Medium,16,"wsid-testinghelios-02ad722e1cc6409b89700ae66fbe90fb, helios-staging-v2, stg01helios-link-results"
John Chambers (Prof),AWS-LKC-BCP,610855324678,S3 - Server Side Encryption via Bucket Policies,21497,Medium,16,"wsid-testinghelios-02ad722e1cc6409b89700ae66fbe90fb, helios-staging-v2, stg01helios-link-results"
John Chambers (Prof),AWS-LKC-BCP,610855324678,S3 - Cross Account Access,21494,Medium,16,"wsid-testinghelios-02ad722e1cc6409b89700ae66fbe90fb, helios-staging-v2, stg01helios-link-results"
